$GPGGA,064837.00,3820.8989127,N,09258.3931637,E,4,13,0.6,2786.2277,M,-58.456,M,01,0004*4B
$GPGGA,064838.00,3820.8984658,N,09258.3936217,E,4,13,0.6,2786.1989,M,-58.456,M,01,0004*4E
$GPGGA,064839.00,3820.8980454,N,09258.3941076,E,4,13,0.6,2786.1756,M,-58.456,M,01,0004*4C
$GPGGA,064840.00,3820.8975657,N,09258.3946065,E,4,13,0.6,2786.1821,M,-58.456,M,01,0004*43
$GPGGA,064841.00,3820.8971127,N,09258.3951565,E,4,19,0.6,2786.2096,M,-58.456,M,01,0004*48
$GPGGA,064842.00,3820.8966443,N,09258.3957121,E,4,19,0.6,2786.2210,M,-58.456,M,01,0004*44
$GPGGA,064843.00,3820.8961801,N,09258.3962519,E,4,19,0.6,2786.1978,M,-58.456,M,01,0004*47
$GPGGA,064844.00,3820.8956966,N,09258.3967546,E,4,19,0.6,2786.1905,M,-58.456,M,01,0004*41
$GPGGA,064845.00,3820.8952143,N,09258.3972199,E,4,19,0.6,2786.1865,M,-58.456,M,01,0004*4E
$GPGGA,064846.00,3820.8947080,N,09258.3976992,E,4,19,0.6,2786.2252,M,-58.456,M,01,0004*4D
$GPGGA,064847.00,3820.8942431,N,09258.3982432,E,4,19,0.6,2786.1902,M,-58.456,M,01,0004*46
$GPGGA,064848.00,3820.8937590,N,09258.3987499,E,4,19,0.6,2786.1565,M,-58.456,M,01,0004*48
$GPGGA,064849.00,3820.8932835,N,09258.3993230,E,4,19,0.6,2786.1484,M,-58.456,M,01,0004*40
$GPGGA,064850.00,3820.8927823,N,09258.3998966,E,4,19,0.6,2786.1370,M,-58.456,M,01,0004*44
$GPGGA,064851.00,3820.8922394,N,09258.4004773,E,4,19,0.7,2786.1365,M,-58.456,M,01,0004*43
$GPGGA,064852.00,3820.8917120,N,09258.4010119,E,4,19,0.6,2786.1732,M,-58.456,M,01,0004*43
$GPGGA,064853.00,3820.8911774,N,09258.4014653,E,4,19,0.6,2786.1653,M,-58.456,M,01,0004*48
$GPGGA,064854.00,3820.8906190,N,09258.4019442,E,4,19,0.6,2786.1384,M,-58.456,M,01,0004*45
$GPGGA,064855.00,3820.8900656,N,09258.4024010,E,4,19,0.6,2786.1533,M,-58.456,M,01,0004*48
$GPGGA,064856.00,3820.8895890,N,09258.4029358,E,4,19,0.6,2786.1182,M,-58.456,M,01,0004*4E
$GPGGA,064857.00,3820.8891115,N,09258.4035112,E,4,19,0.6,2786.1686,M,-58.456,M,01,0004*4D
$GPGGA,064858.00,3820.8886190,N,09258.4040472,E,4,19,0.7,2786.1613,M,-58.456,M,01,0004*45
$GPGGA,064859.00,3820.8880902,N,09258.4045530,E,4,19,0.6,2786.1773,M,-58.457,M,01,0004*44
$GPGGA,064900.00,3820.8875995,N,09258.4050505,E,4,19,0.6,2786.1434,M,-58.457,M,01,0004*4F
$GPGGA,064901.00,3820.8871219,N,09258.4056358,E,4,19,0.6,2786.1008,M,-58.457,M,01,0004*46
$GPGGA,064902.00,3820.8866125,N,09258.4061564,E,4,19,0.6,2786.0859,M,-58.457,M,01,0004*4F
$GPGGA,064903.00,3820.8861164,N,09258.4066633,E,4,19,0.6,2786.0833,M,-58.457,M,01,0004*46
$GPGGA,064904.00,3820.8856224,N,09258.4071640,E,4,19,0.6,2786.1288,M,-58.457,M,01,0004*4B
$GPGGA,064905.00,3820.8851507,N,09258.4077287,E,4,19,0.6,2786.1159,M,-58.457,M,01,0004*4D
