121.439058190,31.029291324,-0.325201103,133
121.439027694,31.029284462,-0.329449139,134
121.438995300,31.029279473,-0.316426568,135
121.438961790,31.029268373,-0.308396562,136
121.438935298,31.029257506,-0.315958526,137
121.438900635,31.029245854,-0.305356395,138
121.438870110,31.029232491,-0.323049639,139
121.438836582,31.029223964,-0.328550958,140
121.438800023,31.029217704,-0.309561676,141
121.438775334,31.029207844,-0.325301498,142
121.438741573,31.029200296,-0.307494415,143
121.438715478,31.029189376,-0.307716693,144
121.438684666,31.029176544,-0.325246446,145
121.438651753,31.029169159,-0.310922174,146
121.438624434,31.029158601,-0.312372173,147
121.438595756,31.029147921,-0.324755047,148
121.438566286,31.029154739,-0.286945538,149
121.438536108,31.029136899,-0.292801709,150
121.438504845,31.029119889,-0.274239032,151
121.438475430,31.029099566,-0.310937313,152
121.438443502,31.029087231,-0.328992216,153
121.438408737,31.029081565,-0.322910832,154
121.438373241,31.029072474,-0.325625728,155
121.438341159,31.029065452,-0.324802736,156
121.438306562,31.029057471,-0.324048677,157
121.438276947,31.029050331,-0.314834273,158
121.438245940,31.029039547,-0.306518684,159
121.438213151,31.029025535,-0.311012916,160
121.438183217,31.029013992,-0.311470655,161
121.438155069,31.029003262,-0.317560064,162
121.438124776,31.028993597,-0.313457727,163
121.438090296,31.028981125,-0.311381349,164
121.438055730,31.028967919,-0.324550318,165
121.438025451,31.028960827,-0.322359879,166
121.437992010,31.028952027,-0.320190186,167
121.437962332,31.028943437,-0.318608137,168
121.437932012,31.028934113,-0.314984729,169
121.437897899,31.028922301,-0.318482678,170
121.437868117,31.028913101,-0.319316495,171
121.437836513,31.028903634,-0.318657183,172
121.437802296,31.028893131,-0.315562811,173
121.437773326,31.028883272,-0.322609175,174
121.437742231,31.028875188,-0.318088211,175
121.437709709,31.028864999,-0.307293385,176
121.437680737,31.028852822,-0.289268417,177
121.437652019,31.028836378,-0.326046872,178
121.437621017,31.028829787,-0.304726473,179
121.437593645,31.028817652,-0.324191158,180
121.437567937,31.028811504,-0.328013187,181
121.437542812,31.028806960,-0.323443891,182
121.437523369,31.028811805,-0.293571001,183
121.437501484,31.028800035,-0.320782711,184
121.437481090,31.028794275,-0.286782484,185
121.437456804,31.028779887,-0.263111687,186
121.437436904,31.028764408,-0.178512533,187
121.437417258,31.028733428,-0.239279081,188
121.437396960,31.028713741,-0.231202940,189
121.437365401,31.028680965,-0.089888243,190
121.437358044,31.028654696,-0.194048604,191
121.437338341,31.028627177,-0.084432255,192
121.437334139,31.028611128,-0.152407337,193
121.437321114,31.028585793,-0.066136728,194
121.437315529,31.028558201,-0.014103570,195
121.437314343,31.028530200,0.032668030,196
121.437317237,31.028500817,-0.002006105,197
121.437317093,31.028476969,0.006832555,198
121.437317591,31.028452668,-0.081044104,199
121.437311621,31.028428849,-0.044995710,200
121.437308140,31.028403299,0.013594883,201
121.437309288,31.028375174,0.006916812,202
121.437309862,31.028347526,0.004111275,203
121.437310208,31.028319491,-0.051999040,204
121.437305738,31.028291189,-0.017899037,205
121.437304157,31.028261780,0.012717347,206
121.437305280,31.028232355,0.098990635,207
121.437314734,31.028201957,0.086071598,208
121.437323765,31.028168167,0.049436116,209
121.437327891,31.028140660,0.092644505,210
121.437335550,31.028114189,0.015788086,211
121.437336740,31.028089077,0.023398242,212
121.437338582,31.028062909,0.031280066,213
121.437341118,31.028036003,0.002850531,214
121.437341397,31.028003304,0.061041724,215
121.437346087,31.027978127,0.006021161,216
121.437346590,31.027950279,0.001400543,217
121.437346703,31.027923475,0.138388884,218
121.437362531,31.027888791,-0.020020335,219
121.437361262,31.027867695,0.063833826,220
121.437366260,31.027842078,0.085311092,221
121.437373221,31.027815786,0.148218623,222
121.437387699,31.027786622,0.073236281,223
121.437393511,31.027760814,0.087265376,224
121.437400612,31.027734636,0.203939725,225
121.437421648,31.027707440,0.209960827,226
121.437436023,31.027689714,-0.109783651,227
121.437429691,31.027671563,0.208814501,228
121.437450402,31.027645794,0.177634507,229
121.437467968,31.027617900,0.064822559,230
121.437472903,31.027593011,0.132612553,231
121.437486053,31.027562684,0.096619038,232
121.437494926,31.027533388,0.095003230,233
121.437504011,31.027502834,0.117773009,234
121.437514534,31.027474971,0.102011916,235
121.437523495,31.027447095,0.115697682,236
121.437532881,31.027421736,0.086215912,237
121.437538090,31.027402283,0.120776491,238
121.437546295,31.027381174,0.194938433,239
121.437567881,31.027351234,0.194329568,240
121.437587744,31.027323552,0.119011276,241
121.437597361,31.027298392,0.152492596,242
121.437610549,31.027272758,0.202016713,243
121.437629987,31.027247246,0.210280051,244
121.437644339,31.027229593,0.240247371,245
121.437670665,31.027204273,0.244655200,246
121.437693748,31.027182913,0.248314919,247
121.437721147,31.027158377,0.211410220,248
121.437738455,31.027137277,0.216365244,249
121.437759106,31.027113075,0.201376189,250
121.437775196,31.027091852,0.241136869,251
121.437799163,31.027068977,0.212504043,252
121.437819286,31.027044659,0.115089789,253
121.437826971,31.027023771,0.214387226,254
121.437845736,31.027001430,0.322833028,255
121.437883824,31.026991636,0.148471855,256
121.437896074,31.026967013,0.189341490,257
121.437911855,31.026944148,0.218732812,258
121.437930424,31.026922794,0.306927414,259
121.437971462,31.026905409,0.183623052,260
121.437986066,31.026883284,0.211686018,261
121.438002194,31.026863666,0.286223703,262
121.438031223,31.026846339,0.228192058,263
121.438052281,31.026823917,0.111925457,264
121.438061629,31.026797692,0.246573285,265
121.438083495,31.026777801,0.287520656,266
121.438109663,31.026762452,0.283193140,267
121.438135723,31.026746273,0.257679369,268
121.438158023,31.026727973,0.266128781,269
121.438185829,31.026707002,0.274200859,270
121.438214549,31.026687149,0.304532639,271
121.438240424,31.026675633,0.297752704,272
121.438266425,31.026662547,0.185743429,273
121.438284092,31.026636222,0.293826540,274
121.438318201,31.026617949,0.263701237,275
121.438337317,31.026603169,0.301097427,276
121.438364133,31.026590432,0.303582606,277
121.438398272,31.026574952,0.299694210,278
121.438428550,31.026560209,0.300834564,279
121.438463872,31.026543353,0.317088875,280
121.438488576,31.026535345,0.318551359,281
121.438524562,31.026524256,0.301480371,282
121.438554092,31.026510327,0.311179423,283
121.438576165,31.026501851,0.304385965,284
121.438605612,31.026488707,0.301151840,285
121.438629273,31.026477480,0.283751551,286
121.438658034,31.026459751,0.312431573,287
121.438691435,31.026447330,0.323497545,288
121.438718375,31.026440637,0.330461604,289
121.438727510,31.026439430,0.315304804,290
121.438765102,31.026426537,0.312955468,291
121.438785036,31.026419227,0.303159850,292
121.438824814,31.026401043,0.309847613,293
121.438849861,31.026391108,0.307658056,294
121.438877368,31.026379639,0.329865470,295
121.438919865,31.026373460,0.329035784,296
121.438957830,31.026367304,0.316104253,297
121.438988061,31.026357188,0.330439863,298
121.439024833,31.026352311,0.320069625,299
121.439056340,31.026343147,0.329665772,300
121.439093556,31.026337580,0.325053608,301
121.439131485,31.026328965,0.327305162,302
121.439172607,31.026321036,0.331702340,303
121.439207568,31.026317565,0.329939678,304
121.439237925,31.026313200,0.326303452,305
121.439266124,31.026307315,0.330757795,306
121.439283649,31.026305124,0.328957290,307
121.439312971,31.026300325,0.332917391,308
121.439332383,31.026299354,0.332801184,309
121.439351583,31.026298268,0.332672663,310
121.439370119,31.026297099,0.331743647,311
121.439390036,31.026295147,0.330117986,312
121.439409195,31.026292467,0.323244407,313
121.439429193,31.026287432,0.318717650,314
121.439443991,31.026282899,0.320136062,315
121.439460685,31.026278056,0.064485376,316
121.439461355,31.026274658,-0.113988044,317
121.439457664,31.026264515,-0.235886397,318
121.439449785,31.026256648,-0.309390103,319
121.438677252,31.025946896,-0.309663678,320
121.438208407,31.025760113,-0.308887806,321
121.437960239,31.025659446,-0.314604128,322
121.437851519,31.025621377,-0.316936030,323
121.437813396,31.025608956,-0.155810180,324
121.437811351,31.025612825,-0.007654775,325
121.437811111,31.025623246,0.193975307,326
121.437817353,31.025631970,0.286290314,327
