31.027656625,121.439593182,1
31.027639593,121.439602443,1
31.027625075,121.439609143,1
31.027617422,121.439614604,1
31.027607529,121.439617910,1
31.027598194,121.439619743,1
31.027588454,121.439624897,1
31.027576919,121.439627158,1
31.027567342,121.439632340,1
31.027558792,121.439636305,1
31.027546920,121.439639178,1
31.027535392,121.439644499,1
31.027523836,121.439650751,1
31.027504362,121.439657317,1
31.027478239,121.439672617,1
31.027468725,121.439677280,1
31.027460005,121.439681927,1
31.027447355,121.439686329,1
31.027440610,121.439692907,1
31.027428422,121.439698030,1
31.027410317,121.439709441,1
31.027400924,121.439715859,1
31.027390708,121.439719326,1
31.027381425,121.439723909,1
31.027371623,121.439725549,1
31.027361742,121.439730869,1
31.027351235,121.439735945,1
31.027341461,121.439739050,1
31.027330935,121.439743331,1
31.027310376,121.439750710,1
31.027301244,121.439756427,1
31.027288586,121.439758494,1
31.027277659,121.439761646,1
31.027268202,121.439768063,1
31.027257568,121.439773454,1
31.027241439,121.439777465,1
31.027235900,121.439782383,1
31.027224564,121.439786927,1
31.027213091,121.439793240,1
31.027202100,121.439796834,1
31.027190959,121.439801169,1
31.027170039,121.439809207,1
31.027160591,121.439816203,1
31.027152719,121.439820927,1
31.027141208,121.439823621,1
31.027132434,121.439828711,1
31.027123753,121.439835746,1
31.027110602,121.439837721,1
31.027099260,121.439840851,1
31.027089680,121.439846545,1
31.027079290,121.439850882,1
31.027068902,121.439854451,1
31.027058403,121.439859565,1
31.027047698,121.439864719,1
31.027035745,121.439869173,1
31.027025338,121.439873792,1
31.027015010,121.439880592,1
31.026991350,121.439888094,1
31.026981543,121.439892896,1
31.026971573,121.439899424,1
31.026960202,121.439902480,1
31.026949068,121.439907392,1
31.026940819,121.439912912,1
31.026930960,121.439914824,1
31.026920421,121.439921989,1
31.026907546,121.439928243,1
31.026898354,121.439933192,1
31.026887178,121.439938311,1
31.026854466,121.439950259,1
31.026843932,121.439957101,1
31.026830977,121.439959650,1
31.026820254,121.439967962,1
31.026809867,121.439971257,1
31.026799575,121.439976260,1
31.026790105,121.439979304,1
31.026778388,121.439982506,1
31.026769155,121.439988403,1
31.026758835,121.439992897,1
31.026737984,121.440004144,1
31.026726290,121.440008079,1
31.026717172,121.440014970,1
31.026706148,121.440018510,1
31.026689675,121.440022418,1
31.026681289,121.440027659,1
31.026665839,121.440029384,1
31.026655974,121.440033400,1
31.026647151,121.440038510,1
31.026638370,121.440041977,1
31.026617658,121.440050245,1
31.026606360,121.440055532,1
31.026598824,121.440059836,1
31.026587960,121.440065499,1
31.026573815,121.440069628,1
31.026562376,121.440072574,1
31.026550996,121.440073704,1
31.026519500,121.440059021,100
31.026508565,121.440049962,100
31.026500798,121.440044635,102
31.026491612,121.440032304,100
31.026482093,121.440021978,100
31.026475238,121.440010541,100
31.026465057,121.439999809,100
31.026457236,121.439990250,100
31.026449294,121.439977426,100
31.026444291,121.439968470,100
31.026435302,121.439956457,100
31.026426474,121.439945602,100
31.026419684,121.439935391,100
31.026411993,121.439926858,100
31.026402394,121.439917946,100
31.026399882,121.439906479,100
31.026393029,121.439894828,100
31.026387516,121.439885312,100
31.026379188,121.439874677,100
31.026372503,121.439865754,100
31.026363712,121.439854526,100
31.026356369,121.439844336,100
31.026348779,121.439833235,100
31.026344325,121.439822653,100
31.026340202,121.439810523,100
31.026338145,121.439797265,100
31.026333617,121.439786598,100
31.026328987,121.439776014,100
31.026322742,121.439761036,100
31.026318495,121.439747983,100
31.026315453,121.439733112,100
31.026313194,121.439719567,100
31.026308149,121.439708676,100
31.026304205,121.439697706,100
31.026297861,121.439680981,100
31.026301650,121.439667687,100
31.026299158,121.439655920,100
31.026298974,121.439645961,100
31.026294942,121.439634800,100
31.026293868,121.439620518,100
31.026290893,121.439607671,100
31.026289122,121.439596961,100
31.026287343,121.439584669,100
31.026286663,121.439568547,100
31.026285545,121.439562132,100
31.026274185,121.439536801,100
31.026270526,121.439530832,100
31.026228617,121.439506739,150
31.026219413,121.439498333,100
31.026211475,121.439495423,152
31.026202425,121.439491647,99
31.026192219,121.439485411,102
31.026185731,121.439481694,102
31.026181326,121.439471614,100
31.026174202,121.439461764,100
31.026165756,121.439452834,100
31.026157071,121.439443585,100
31.026150357,121.439432163,100
31.026143114,121.439420478,100
31.026134156,121.439411674,100
31.026128951,121.439401295,100
31.026122863,121.439390106,100
31.026116535,121.439376627,100
31.026112740,121.439359714,100
31.026104342,121.439348421,100
31.026103064,121.439335851,100
31.026106857,121.439324893,100
31.026107672,121.439311431,100
31.026101493,121.439297073,100
31.026088760,121.439292615,152
31.026076930,121.439280084,100
31.026075266,121.439265843,100
31.026064740,121.439250809,100
31.026057791,121.439235986,100
31.026055364,121.439221056,100
31.026053082,121.439204285,100
31.026045918,121.439187065,100
31.026036201,121.439161974,100
31.026028862,121.439123609,100
31.026012675,121.439084582,100
31.025997940,121.439069393,100
31.025998499,121.439043915,100
31.025987206,121.438999120,100
31.025982235,121.438983202,100
31.025980251,121.438972651,100
31.025973334,121.438956901,100
31.025966827,121.438937041,100
31.025954049,121.438895588,100
31.025948316,121.438872019,100
31.025942592,121.438856448,100
31.025936367,121.438837706,100
31.025928672,121.438818060,100
31.025918288,121.438795841,100
31.025909921,121.438772711,100
31.025903626,121.438750937,100
31.025896333,121.438731715,100
31.025890813,121.438714205,100
31.025892260,121.438705391,100
31.025881135,121.438692306,100
31.025877819,121.438672642,100
31.025881531,121.438655194,100
31.025871334,121.438639318,100
31.025867202,121.438622274,100
31.025851989,121.438589402,100
31.025846149,121.438574751,100
31.025843669,121.438558164,100
31.025850369,121.438540477,100
31.025861092,121.438533929,102
31.025857746,121.438538889,16
31.025859468,121.438549590,212
31.025859510,121.438550515,212
31.025847655,121.438548109,214
31.025837295,121.438533824,100
31.025824894,121.438515115,100
31.025822414,121.438497334,100
31.025818970,121.438477106,100
31.025809502,121.438461365,100
31.025807873,121.438452120,100
31.025803491,121.438441374,100
31.025801047,121.438422046,100
31.025793949,121.438409139,100
31.025790534,121.438387686,100
31.025782193,121.438365709,100
31.025780785,121.438353153,100
31.025776387,121.438333805,100
31.025778696,121.438297610,100
31.025785860,121.438285414,100
31.025792434,121.438268251,100
31.025796885,121.438253396,100
31.025801854,121.438237686,100
31.025804890,121.438222501,100
31.025804737,121.438209486,100
31.025804341,121.438192346,100
31.025791602,121.438206058,212
31.025790772,121.438205516,102
31.025788995,121.438196143,100
31.025792888,121.438193623,102
31.025796609,121.438187734,100
31.025797145,121.438186446,100
31.025797326,121.438188573,212
31.025811479,121.440375961,215
31.025821661,121.440370470,215
31.025831737,121.440366692,215
31.025839452,121.440360554,218
31.025851089,121.440358272,215
31.025863160,121.440353768,215
31.025878639,121.440342484,218
31.027670909,121.439591669,215
31.025893932,121.440339983,215
31.027665335,121.439595437,227
31.025914894,121.440328368,215
31.025925586,121.440327028,215
31.025934003,121.440320861,218
31.025943907,121.440317178,215
31.025954329,121.440313414,215
31.025967420,121.440307362,215
31.025979608,121.440302840,215
31.025992335,121.440299839,215
31.026002196,121.440294072,215
31.026014779,121.440288465,215
31.026026357,121.440282024,215
31.026037106,121.440279062,215
31.026049111,121.440274480,215
31.026061426,121.440269293,215
31.026073690,121.440264567,215
31.026082661,121.440260605,215
31.026093853,121.440256890,215
31.027666975,121.439593448,218
31.026115231,121.440241426,218
31.027655545,121.439601023,215
31.027635763,121.439609798,215
31.026143068,121.440217718,215
31.026151735,121.440211026,218
31.026163845,121.440208508,215
31.027624052,121.439612972,218
31.026187101,121.440199797,215
31.026210377,121.440182988,218
31.026217572,121.440181368,215
31.026229486,121.440176989,215
31.026238808,121.440172683,215
31.026251984,121.440168608,215
31.027606146,121.439625722,215
31.026272356,121.440155703,215
31.027598915,121.439628063,215
31.026295187,121.440145985,215
31.026307066,121.440141061,215
31.026318969,121.440137393,215
31.026329987,121.440135349,215
31.026341393,121.440131876,215
31.026353946,121.440127214,215
31.026367181,121.440123001,215
31.026378934,121.440121559,215
31.026388771,121.440119737,215
31.026400895,121.440119250,280
31.026412791,121.440117683,215
