38.209263173,92.583625122,1
38.209257876,92.583630253,1
38.209254401,92.583634971,1
38.209248384,92.583647631,1
38.209257656,92.583629594,5
38.209253598,92.583634224,1
38.209248937,92.583640918,1
38.209245214,92.583645706,1
38.209241424,92.583649798,1
38.209237917,92.583653275,1
38.209234501,92.583657059,1
38.209230467,92.583660752,1
38.209226664,92.583665414,1
38.209223369,92.583669737,1
38.209220448,92.583673746,1
38.209217019,92.583675958,16
38.209215528,92.583678684,1
38.209213867,92.583681552,1
38.209211748,92.583684348,1
38.209209291,92.583687763,1
38.209206745,92.583691132,1
38.209203995,92.583694014,1
38.209201504,92.583697440,1
38.209199165,92.583701025,1
38.209196384,92.583704155,1
38.209193661,92.583707949,1
38.209190951,92.583711284,1
38.209188604,92.583714804,1
38.209185672,92.583718329,1
38.209182856,92.583722661,1
38.209180104,92.583727368,1
38.209176578,92.583731268,1
38.209173405,92.583734203,1
38.209170122,92.583738203,1
38.209166507,92.583742099,1
38.209163140,92.583745945,1
38.209159834,92.583749812,1
38.209156555,92.583753292,1
38.209154118,92.583755677,1
38.209153255,92.583756100,40
38.209153407,92.583755928,41
38.209153454,92.583755829,5
38.209153495,92.583756011,1
38.209153522,92.583755912,5
38.209153573,92.583755858,41
38.209153489,92.583756091,1
38.209152872,92.583757230,1
38.209150400,92.583759423,1
38.209146713,92.583763385,1
38.209142506,92.583768129,1
38.209137875,92.583772367,1
38.209132963,92.583776968,1
38.209128326,92.583782015,1
38.209123824,92.583786599,1
38.209119296,92.583792285,1
38.209094506,92.583824452,1
38.209092772,92.583825580,16
38.209088447,92.583827281,58
38.209080417,92.583837582,1
38.209077128,92.583838018,60
38.209072825,92.583841526,1
38.209068730,92.583845453,1
38.209064101,92.583851298,1
38.209061023,92.583859233,1
38.209056534,92.583863100,1
38.209065081,92.583845981,5
38.209055232,92.583859727,1
38.209050693,92.583864419,1
38.209046144,92.583869498,1
38.209041660,92.583874932,1
38.209037198,92.583880238,1
38.209032682,92.583885250,1
38.209028006,92.583890219,1
38.209023201,92.583895125,1
38.209018225,92.583900429,1
38.209013310,92.583905913,1
38.209008489,92.583911388,1
38.209003676,92.583916840,1
38.208998888,92.583921892,1
38.208994222,92.583926920,1
38.208989127,92.583931637,1
38.208984658,92.583936217,1
38.208980454,92.583941076,1
38.208975657,92.583946065,1
38.208971127,92.583951565,1
38.208966443,92.583957121,1
38.208961801,92.583962519,1
38.208956966,92.583967546,1
38.208952143,92.583972199,1
38.208947080,92.583976992,1
38.208942431,92.583982432,1
38.208937590,92.583987499,1
38.208932835,92.583993230,1
38.208927823,92.583998966,1
38.208922394,92.584004773,1
38.208917120,92.584010119,1
38.208911774,92.584014653,1
38.208906190,92.584019442,1
38.208900656,92.584024010,1
38.208895890,92.584029358,1
38.208891115,92.584035112,1
38.208886190,92.584040472,1
38.208880902,92.584045530,1
38.208875995,92.584050505,1
38.208871219,92.584056358,1
38.208866125,92.584061564,1
38.208861164,92.584066633,1
38.208856224,92.584071640,1
38.208851507,92.584077287,1
